"mukey","cokey","comppct_r","compname"
462649,14460779,85,"Modesto"
462650,14460780,85,"Modesto"
462650,14460781,5,"Hanford"
462650,14460782,5,"Dinuba"
462650,14460783,5,"Chualar"
462651,14460784,10,"Whitney"
462651,14460785,5,"Rocklin"
462651,14460786,85,"Montpellier"
462652,14460787,85,"Montpellier"
462652,14460788,10,"Whitney"
462652,14460789,5,"Rocklin"
462653,14460790,10,"Whitney"
462653,14460791,5,"Rocklin"
462653,14460792,85,"Montpellier"
462654,14460793,85,"Montpellier"
462654,14460794,10,"Whitney"
462654,14460795,5,"Rocklin"
462655,14460796,10,"Whitney"
462655,14460797,5,"Rocklin"
462655,14460798,85,"Montpellier"
462656,14460799,85,"Montpellier"
462656,14460800,10,"Whitney"
462656,14460801,5,"Rocklin"
462657,14460802,10,"Whitney"
462657,14460803,5,"Rocklin"
462657,14460804,85,"Montpellier variant"
462658,14460805,85,"Oakdale"
462658,14460806,5,"Tujunga"
462658,14460807,5,"Hanford"
462658,14460808,5,"Dinuba"
462659,14460809,10,"Yokohl"
462659,14460810,5,"Ryer"
462659,14460811,85,"Paulsell"
462660,14460812,85,"Pentz"
462660,14460813,5,"Raynor"
462660,14460814,5,"Peters"
462660,14460815,5,"Keyes"
462661,14460816,5,"Raynor"
462661,14460817,5,"Peters"
462661,14460818,5,"Keyes"
462661,14460819,85,"Pentz"
462662,14460820,85,"Pentz"
462662,14460821,5,"Raynor"
462662,14460822,5,"Peters"
462662,14460823,5,"Keyes"
462663,14460824,5,"Raynor"
462663,14460825,5,"Peters"
462663,14460826,5,"Keyes"
462663,14460827,85,"Pentz"
462664,14460828,85,"Pentz"
462664,14460829,5,"Raynor"
462664,14460830,5,"Peters"
462664,14460831,5,"Keyes"
462665,14460832,5,"Raynor"
462665,14460833,5,"Peters"
462665,14460834,5,"Keyes"
462665,14460835,85,"Pentz"
462666,14460836,85,"Pentz"
462666,14460837,5,"Raynor"
462666,14460838,5,"Peters"
462666,14460839,5,"Keyes"
462667,14460840,5,"Raynor"
462667,14460841,5,"Peters"
462667,14460842,5,"Keyes"
462667,14460843,85,"Pentz"
462668,14460844,85,"Pentz"
462668,14460845,5,"Raynor"
462668,14460846,5,"Peters"
462668,14460847,5,"Keyes"
462669,14460848,5,"Raynor"
462669,14460849,5,"Peters"
462669,14460850,5,"Keyes"
462669,14460851,85,"Pentz"
462670,14460852,85,"Pentz"
462670,14460853,5,"Raynor"
462670,14460854,5,"Peters"
462670,14460855,5,"Keyes"
462671,14460856,5,"Raynor"
462671,14460857,5,"Peters"
462671,14460858,5,"Keyes"
462671,14460859,85,"Pentz"
462672,14460860,85,"Pentz"
462672,14460861,5,"Raynor"
462672,14460862,5,"Peters"
462672,14460863,5,"Keyes"
462673,14460864,5,"Raynor"
462673,14460865,5,"Peters"
462673,14460866,5,"Keyes"
462673,14460867,85,"Pentz"
462675,14460868,5,"Raynor"
462675,14460869,5,"Pentz"
462675,14460870,5,"Keyes"
462675,14460871,85,"Peters"
462676,14460872,85,"Peters"
462676,14460873,5,"Raynor"
462676,14460874,5,"Pentz"
462676,14460875,5,"Keyes"
462677,14460876,5,"Raynor"
462677,14460877,5,"Pentz"
462677,14460878,5,"Keyes"
462677,14460879,85,"Peters"
462678,14460880,85,"Peters"
462678,14460881,5,"Raynor"
462678,14460882,5,"Pentz"
462678,14460883,5,"Keyes"
462679,14460884,5,"Raynor"
462679,14460885,5,"Keyes"
462679,14460886,50,"Peters"
462679,14460887,40,"Pentz"
462680,14460888,50,"Peters"
462680,14460889,40,"Pentz"
462680,14460890,5,"Raynor"
462680,14460891,5,"Keyes"
462681,14460892,5,"Redding"
462681,14460893,5,"Pentz"
462681,14460894,5,"Peters"
462681,14460895,85,"Raynor"
462682,14460896,85,"Raynor"
462682,14460897,5,"Redding"
462682,14460898,5,"Pentz"
462682,14460899,5,"Peters"
462683,14460900,5,"Redding"
462683,14460901,5,"Pentz"
462683,14460902,5,"Peters"
462683,14460903,85,"Raynor"
462684,14460904,85,"Raynor"
462684,14460905,5,"Redding"
462684,14460906,5,"Pentz"
462684,14460907,5,"Peters"
462685,14460908,5,"Redding"
462685,14460909,5,"Pentz"
462685,14460910,5,"Peters"
462685,14460911,85,"Raynor"
462687,14460912,5,"Pentz"
462687,14460913,5,"Peters"
462687,14460914,5,"Corning"
462687,14460915,85,"Redding"
462689,14460916,85,"Rocklin"
462689,14460917,10,"Unnamed"
462689,14460918,5,"Whitney"
462690,14460919,5,"Whitney"
462690,14460920,5,"Montpellier"
462690,14460921,5,"San Joaquin"
462690,14460922,85,"Rocklin"
462691,14460923,85,"Rossi"
462691,14460924,10,"Waukena"
462691,14460925,5,"Traver"
462692,14460926,10,"Waukena"
462692,14460927,5,"Traver"
462692,14460928,85,"Rossi"
462693,14460929,85,"Rossi"
462693,14460930,10,"Waukena"
462693,14460931,5,"Traver"
462694,14460932,10,"Traver"
462694,14460933,45,"Rossi"
462694,14460934,45,"Waukena"
462695,14460935,45,"Rossi"
462695,14460936,45,"Waukena"
462695,14460937,10,"Traver"
462696,14460938,100,"Riverwash"
462697,14460939,85,"Ryer"
462697,14460940,5,"Yokohl"
462697,14460941,5,"Wyman"
462697,14460942,5,"Honcut"
462698,14460943,5,"Honcut"
462698,14460944,5,"Wyman"
462698,14460945,5,"Yokohl"
462698,14460946,85,"Ryer"
462699,14460947,85,"Ryer"
462699,14460948,5,"Yokohl"
462699,14460949,5,"Wyman"
462699,14460950,5,"Honcut"
462701,14460951,85,"San Joaquin"
462701,14460952,5,"Unnamed"
462701,14460953,5,"Madera"
462701,14460954,5,"Alamo"
462702,14460955,100,"Schist rockland"
462703,14460956,45,"San Joaquin"
462703,14460957,45,"Madera"
462703,14460958,10,"Unnamed"
462704,14460959,85,"Snelling"
462704,14460960,10,"Montpellier"
462704,14460961,5,"Greenfield"
462705,14460962,10,"Montpellier"
462705,14460963,5,"Greenfield"
462705,14460964,85,"Snelling"
462706,14460965,85,"Snelling variant"
462706,14460966,10,"Montpellier"
462706,14460967,5,"Greenfield"
462707,14460968,5,"Columbia"
462707,14460969,85,"Temple"
462707,14460970,5,"Unnamed"
462707,14460971,5,"Unnamed"
462708,14460972,85,"Temple"
462708,14460973,5,"Unnamed"
462708,14460974,5,"Unnamed"
462708,14460975,5,"Columbia"
462709,14460976,5,"Columbia"
462709,14460977,85,"Temple"
462709,14460978,5,"Unnamed"
462709,14460979,5,"Unnamed"
462710,14460980,85,"Temple"
462710,14460981,5,"Unnamed"
462710,14460982,5,"Unnamed"
462710,14460983,5,"Columbia"
462711,14460984,5,"Columbia"
462711,14460985,85,"Temple"
462711,14460986,5,"Unnamed"
462711,14460987,5,"Unnamed"
462712,14460988,85,"Temple"
462712,14460989,5,"Unnamed"
462712,14460990,5,"Unnamed"
462712,14460991,5,"Columbia"
462713,14460992,5,"Columbia"
462713,14460993,85,"Temple"
462713,14460994,5,"Unnamed"
462713,14460995,5,"Unnamed"
462714,14460996,85,"Temple"
462714,14460997,5,"Unnamed"
462714,14460998,5,"Unnamed"
462714,14460999,5,"Columbia"
462715,14461000,5,"Waukena"
462715,14461001,5,"Fresno"
462715,14461002,85,"Traver"
462715,14461003,5,"Unnamed"
462716,14461004,85,"Traver"
462716,14461005,5,"Unnamed"
462716,14461006,5,"Waukena"
462716,14461007,5,"Fresno"
462717,14461008,5,"Waukena"
462717,14461009,5,"Fresno"
462717,14461010,85,"Traver"
462717,14461011,5,"Unnamed"
462718,14461012,85,"Traver"
462718,14461013,5,"Unnamed"
462718,14461014,5,"Waukena"
462718,14461015,5,"Fresno"
462719,14461016,5,"Waukena"
462719,14461017,5,"Fresno"
462719,14461018,85,"Traver"
462719,14461019,5,"Unnamed"
462720,14461020,85,"Traver"
462720,14461021,5,"Unnamed"
462720,14461022,5,"Waukena"
462720,14461023,5,"Fresno"
462721,14461024,100,"Tuff rockland"
462722,14461025,85,"Tujunga"
462722,14461026,5,"Hanford"
462722,14461027,5,"Grangeville"
462722,14461028,5,"Foster"
462723,14461029,5,"Hanford"
462723,14461030,5,"Grangeville"
462723,14461031,5,"Foster"
462723,14461032,85,"Tujunga"
462724,14461033,85,"Tujunga"
462724,14461034,5,"Hanford"
462724,14461035,5,"Grangeville"
462724,14461036,5,"Foster"
462725,14461037,100,"Terrace escarpments"
462728,14461038,85,"Waukena"
462728,14461039,5,"Unnamed"
462728,14461040,5,"Rossi"
462728,14461041,5,"Fresno"
462729,14461042,5,"Rossi"
462729,14461043,5,"Fresno"
462729,14461044,85,"Waukena"
462729,14461045,5,"Unnamed"
462730,14461046,85,"Waukena"
462730,14461047,5,"Unnamed"
462730,14461048,5,"Rossi"
462730,14461049,5,"Fresno"
462731,14461050,5,"Rossi"
462731,14461051,5,"Fresno"
462731,14461052,85,"Waukena"
462731,14461053,5,"Unnamed"
462732,14461054,85,"Waukena"
462732,14461055,5,"Unnamed"
462732,14461056,5,"Rossi"
462732,14461057,5,"Fresno"
462733,14461058,10,"Exchequer"
462733,14461059,5,"Auburn"
462733,14461060,70,"Whiterock"
462733,14461061,15,"Rock outcrop"
462734,14461062,70,"Whiterock"
462734,14461063,15,"Rock outcrop"
462734,14461064,10,"Exchequer"
462734,14461065,5,"Auburn"
462735,14461066,10,"Exchequer"
462735,14461067,5,"Auburn"
462735,14461068,85,"Whiterock"
462736,14461069,85,"Whitney"
462736,14461070,10,"Rocklin"
462736,14461071,5,"Montpellier"
462737,14461072,10,"Rocklin"
462737,14461073,5,"Montpellier"
462737,14461074,85,"Whitney"
462738,14461075,85,"Whitney"
462738,14461076,10,"Rocklin"
462738,14461077,5,"Montpellier"
462739,14461078,10,"Rocklin"
462739,14461079,5,"Montpellier"
462739,14461080,85,"Whitney"
462740,14461081,85,"Whitney"
462740,14461082,10,"Rocklin"
462740,14461083,5,"Montpellier"
462741,14461084,10,"Rocklin"
462741,14461085,5,"Montpellier"
462741,14461086,85,"Whitney"
462742,14461087,45,"Whitney"
462742,14461088,35,"Rocklin"
462742,14461089,10,"Unnamed"
462742,14461090,10,"Montpellier"
462743,14461091,5,"Unnamed"
462743,14461092,10,"Montpellier"
462743,14461093,55,"Whitney"
462743,14461094,30,"Rocklin"
462744,14461095,60,"Whitney"
462744,14461096,25,"Rocklin"
462744,14461097,5,"Unnamed"
462744,14461098,10,"Montpellier"
462745,14461099,5,"Yokohl"
462745,14461100,5,"Ryer"
462745,14461101,5,"Honcut"
462745,14461102,85,"Wyman"
462746,14461103,85,"Wyman"
462746,14461104,5,"Yokohl"
462746,14461105,5,"Ryer"
462746,14461106,5,"Honcut"
462747,14461107,5,"Yokohl"
462747,14461108,5,"Ryer"
462747,14461109,5,"Honcut"
462747,14461110,85,"Wyman"
462748,14461111,85,"Yokohl"
462748,14461112,5,"Unnamed"
462748,14461113,5,"Wyman"
462748,14461114,5,"Honcut"
462749,14461115,5,"Wyman"
462749,14461116,5,"Honcut"
462749,14461117,85,"Yokohl"
462749,14461118,5,"Unnamed"
462750,14461119,85,"Zaca"
462750,14461120,5,"Raynor"
462750,14461121,5,"Peters"
462750,14461122,5,"Keyes"
462751,14461123,5,"Raynor"
462751,14461124,5,"Peters"
462751,14461125,5,"Keyes"
462751,14461126,85,"Zaca"
462752,14461127,85,"Zaca"
462752,14461128,5,"Raynor"
462752,14461129,5,"Peters"
462752,14461130,5,"Keyes"
462726,14461131,100,"Water"
822364,14461132,100,"Water"
822363,14461133,100,"Gravel pits"
2513708,14461134,100,"NOTCOM"
2766107,14461135,85,"Delhi"
2766107,14461136,3,"Dello"
2766107,14461137,4,"Grangeville"
2766107,14461138,5,"Hanford"
2766107,14461139,3,"Tujunga"
2766114,14461140,85,"Delhi"
2766114,14461141,6,"Hanford"
2766114,14461142,6,"Dello"
2766114,14461143,1,"Grangeville"
2766114,14461144,1,"Hilmar"
2766114,14461145,1,"Dinuba"
2766104,14461146,5,"Hanford"
2766104,14461147,5,"Tujunga"
2766104,14461148,85,"Delhi"
2766104,14461149,5,"Grangeville"
462565,14461150,85,"Dinuba"
462565,14461151,4,"Hilmar"
462565,14461152,4,"Hanford"
462565,14461153,4,"Fresno"
462565,14461154,3,"El Peco"
462700,14461155,4,"Alamo"
462700,14461156,5,"Snelling"
462700,14461157,1,"Unnamed"
462700,14461158,90,"San Joaquin"
462590,14461159,85,"Grangeville"
462590,14461160,5,"Traver"
462590,14461161,5,"Hanford"
462590,14461162,3,"Unnamed"
462590,14461163,2,"Unnamed"
462688,14461164,85,"Redding"
462688,14461165,1,"Pentz"
462688,14461166,2,"Peters"
462688,14461167,10,"Keyes"
462688,14461168,2,"Unnamed"
462686,14461169,85,"Redding"
462686,14461170,5,"Unnamed"
462686,14461171,5,"Corning"
462686,14461172,5,"Keyes"
2766032,14608274,2,"Unnamed"
2766032,14608275,60,"Anita"
2766032,14608276,25,"Galt"
2766032,14608277,2,"Igo"
2766032,14608278,2,"Unnamed"
2766032,14608279,3,"Bosquejo"
2766032,14608280,2,"Tuscan"
2766032,14608281,2,"Unnamed"
2766032,14608282,2,"Anita taxadjunct"
2434419,14608519,2,"Typic Endoaquands"
2434419,14608520,3,"Rubble land"
2434419,14608521,5,"Dittmar"
2434419,14608522,20,"Juniperlake"
2434419,14608523,15,"Rock outcrop"
2434419,14608524,55,"Scoured"
2434420,14608525,1,"Histic Humaquepts"
2434420,14608526,3,"Rock outcrop"
2434420,14608527,5,"Scoured"
2434420,14608528,85,"Juniperlake"
2434420,14608529,2,"Typic Endoaquands"
2434420,14608530,4,"Humic Haploxerands"
2766039,14608499,20,"Igo"
2766039,14608500,45,"Tuscan"
2766039,14608501,2,"Tuscan taxadjunct"
2766039,14608502,2,"Unnamed"
2766039,14608503,5,"Unnamed"
2766039,14608504,11,"Redtough"
2766039,14608505,15,"Anita"
2766033,14608283,85,"Bosquejo"
2766033,14608284,10,"Haploxerolls"
2766033,14608285,3,"Unnamed"
2766033,14608286,2,"Bosquejo taxadjunct"
2434421,14608531,90,"Typic Dystroxerepts"
2434421,14608532,5,"Endoaquepts"
2434421,14608533,5,"Brokeoff"
2434422,14608534,14,"Endoaquepts"
2434422,14608535,5,"Rock outcrop"
2434422,14608536,5,"Badland"
2434422,14608537,25,"Brokeoff"
2434422,14608538,11,"Aquic Dystroxerepts"
2434422,14608539,10,"Typic Dystroxerepts"
2434422,14608540,30,"Diamondpeak"
2766082,14608287,85,"Columbia"
2766082,14608288,5,"Riverwash"
2766082,14608289,5,"Parrott"
2766082,14608290,5,"Gianella"
2766084,14608291,85,"Gianella"
2766084,14608292,4,"Unnamed"
2766084,14608293,5,"Parrott"
2766084,14608294,2,"Gianella"
2766084,14608295,3,"Columbia"
2766084,14608296,1,"Farwell"
2434423,14608541,1,"Typic Endoaquents"
2434423,14608542,1,"Duric Vitraquands"
2434423,14608543,1,"Aquepts"
2434423,14608544,2,"Typic Endoaquands"
2434423,14608545,30,"Aquandic Cryaquents"
2434423,14608546,65,"Vitrandic Cryofluvents"
2434424,14608547,35,"Typic Petraquepts"
2434424,14608548,50,"Aquepts"
2434424,14608549,5,"Typic Endoaquands"
2434424,14608550,5,"Endoaquepts"
2434424,14608551,5,"Shadowlake"
2766083,14608297,85,"Farwell"
2766083,14608298,2,"Parrott"
2766083,14608299,1,"Unnamed"
2766083,14608300,8,"Conejo"
2766083,14608301,3,"Gianella"
2766083,14608302,1,"Unnamed"
2766081,14608303,80,"Columbia taxadjunct"
2766081,14608304,5,"Parrott"
2766081,14608305,5,"Columbia"
2766081,14608306,5,"Riverwash"
2766081,14608307,5,"Unnamed"
2766036,14608315,80,"Redsluff"
2766036,14608316,2,"Redtough"
2766036,14608317,2,"Pachic Argixerolls"
2766036,14608318,3,"Anita"
2766036,14608319,3,"Typic Haploxeralfs"
2766036,14608320,4,"Unnamed"
2766036,14608321,4,"Fernandez"
2766036,14608322,2,"Munjar"
2766041,14608387,15,"Hamslough"
2766041,14608388,70,"Wafap"
2766041,14608389,1,"Unnamed"
2766041,14608390,1,"Oxyaquic Argixerolls"
2766041,14608391,3,"Unnamed"
2766041,14608392,2,"Tuscan taxadjunct"
2766041,14608393,2,"Anita"
2766041,14608394,1,"Unnamed"
2766041,14608395,3,"Unnamed"
2766041,14608396,2,"Unnamed"
2766038,14608323,35,"Redswale"
2766038,14608324,50,"Redtough"
2766038,14608325,1,"Unnamed"
2766038,14608326,2,"Munjar"
2766038,14608327,2,"Abruptic Durixeralfs"
2766038,14608328,2,"Tuscan"
2766038,14608329,2,"Anita"
2766038,14608330,3,"Redswale"
2766038,14608331,3,"Unnamed"
2766035,14608397,2,"Anita"
2766035,14608398,60,"Munjar"
2766035,14608399,20,"Tuscan taxadjunct"
2766035,14608400,10,"Galt"
2766035,14608401,2,"Tuscan"
2766035,14608402,1,"Unnamed"
2766035,14608403,2,"Unnamed"
2766035,14608404,2,"Redding"
2766035,14608405,1,"Unnamed"
2504858,14608433,90,"Rock land"
2504858,14608434,3,"Yollabolly"
2504858,14608435,3,"Sheetiron"
2504858,14608436,2,"Etsel"
2504858,14608437,2,"Maymen"
2504855,14608438,85,"Sheetiron"
2504855,14608439,5,"Rock outcrop"
2504855,14608440,5,"Madonna"
2504855,14608441,3,"Masterson"
2504855,14608442,2,"Colluvial land"
2504856,14608443,75,"Sheetiron"
2504856,14608444,10,"Rock outcrop"
2504856,14608445,5,"Yollabolly"
2504856,14608446,5,"Maymen"
2504856,14608447,3,"Colluvial land"
2504856,14608448,2,"Rock land"
2766034,14608308,80,"Charger"
2766034,14608309,5,"Redsluff"
2766034,14608310,8,"Vina"
2766034,14608311,1,"Wafap"
2766034,14608312,2,"Unnamed"
2766034,14608313,2,"Unnamed"
2766034,14608314,2,"Almendra"
2766037,14608406,15,"Anita"
2766037,14608407,30,"Fallager"
2766037,14608408,2,"Unnamed"
2766037,14608409,2,"Galt"
2766037,14608410,45,"Redtough"
2766037,14608411,2,"Unnamed"
2766037,14608412,2,"Unnamed"
2766037,14608413,2,"Tuscan"
2766042,14608337,50,"Doemill"
2766042,14608338,40,"Jokerst"
2766042,14608339,6,"Rock outcrop"
2766042,14608340,3,"Lithic Xerorthents"
2766042,14608341,1,"Unnamed"
2766046,14608332,35,"Doemill"
2766046,14608333,35,"Jokerst"
2766046,14608334,15,"Typic Haploxeralfs"
2766046,14608335,5,"Lithic Xerorthents"
2766046,14608336,10,"Rock outcrop"
2766045,14608414,20,"Typic Haploxeralfs"
2766045,14608415,35,"Doemill"
2766045,14608416,30,"Jokerst"
2766045,14608417,10,"Rock outcrop"
2766045,14608418,5,"Lithic Xerorthents"
2766043,14608486,20,"Ultic Haploxeralfs"
2766043,14608487,25,"Jokerst"
2766043,14608488,40,"Doemill"
2766043,14608489,5,"Lithic Xerorthents"
2766043,14608490,10,"Rock outcrop"
2766044,14608481,30,"Doemill"
2766044,14608482,20,"Ultic Haploxeralfs"
2766044,14608483,30,"Jokerst"
2766044,14608484,12,"Rock outcrop"
2766044,14608485,8,"Lithic Xerorthents"
2766051,14608475,15,"Rock outcrop"
2766051,14608476,30,"Typic Haploxeralfs"
2766051,14608477,40,"Xerorthents"
2766051,14608478,2,"Aquic Durixeralfs"
2766051,14608479,5,"Lithic Haploxeralfs"
2766051,14608480,8,"Rock outcrop"
2766050,14608469,20,"Rock outcrop"
2766050,14608470,25,"Typic Haploxeralfs"
2766050,14608471,40,"Xerorthents"
2766050,14608472,10,"Rock outcrop"
2766050,14608473,4,"Lithic Haploxeralfs"
2766050,14608474,1,"Aquic Durixeralfs"
2766049,14608462,15,"Rock outcrop"
2766049,14608463,35,"Rockstripe"
2766049,14608464,40,"Ultic Haploxeralfs"
2766049,14608465,2,"Lithic Dystroxerepts"
2766049,14608466,2,"Lithic Haploxeralfs"
2766049,14608467,3,"Schott"
2766049,14608468,3,"Tusccoll"
2766048,14608455,15,"Rock outcrop"
2766048,14608456,35,"Rockstripe"
2766048,14608457,40,"Ultic Haploxeralfs"
2766048,14608458,3,"Tusccoll"
2766048,14608459,3,"Schott"
2766048,14608460,2,"Lithic Haploxeralfs"
2766048,14608461,2,"Lithic Dystroxerepts"
2766047,14608449,20,"Rock outcrop"
2766047,14608450,35,"Ultic Haploxeralfs"
2766047,14608451,40,"Rockstripe"
2766047,14608452,1,"Lithic Dystroxerepts"
2766047,14608453,1,"Lithic Haploxeralfs"
2766047,14608454,3,"Tusccoll"
2766062,14608491,60,"Schott"
2766062,14608492,3,"Lydon"
2766062,14608493,3,"Lydon"
2766062,14608494,3,"Andic Haploxeralfs"
2766062,14608495,1,"Paradiso"
2766062,14608496,15,"Rock outcrop"
2766062,14608497,2,"Rockstripe"
2766062,14608498,3,"Tusccoll"
2766063,14608506,25,"Schott"
2766063,14608507,60,"Tusccoll"
2766063,14608508,4,"Lydon"
2766063,14608509,3,"Lydon"
2766063,14608510,3,"Andic Haploxeralfs"
2766063,14608511,4,"Beecee"
2766063,14608512,1,"Rock outcrop"
2766056,14608513,75,"Haploxeralfs"
2766056,14608514,3,"Unnamed"
2766056,14608515,3,"Unnamed"
2766056,14608516,4,"Unnamed"
2766056,14608517,5,"Haploxeralfs"
2766056,14608518,10,"Xerofluvents"
2766060,14608374,80,"Mountyana"
2766060,14608375,3,"Lydon"
2766060,14608376,4,"Redbone"
2766060,14608377,4,"Paradiso"
2766060,14608378,9,"Schott"
2766059,14608369,80,"Mountyana"
2766059,14608370,9,"Schott"
2766059,14608371,3,"Paradiso"
2766059,14608372,4,"Redbone"
2766059,14608373,4,"Lydon"
2766057,14608363,75,"Lydon"
2766057,14608364,3,"Schott"
2766057,14608365,8,"Unnamed"
2766057,14608366,6,"Redbone"
2766057,14608367,2,"Mountyana"
2766057,14608368,6,"Rock outcrop"
2766058,14608357,65,"Lydon"
2766058,14608358,20,"Rock outcrop"
2766058,14608359,2,"Schott"
2766058,14608360,8,"Unnamed"
2766058,14608361,3,"Redbone"
2766058,14608362,2,"Beecee"
2766055,14608352,85,"Bonepile"
2766055,14608353,1,"Rock outcrop"
2766055,14608354,2,"Lydon"
2766055,14608355,5,"Unnamed"
2766055,14608356,7,"Unnamed"
2766054,14608347,85,"Bonepile"
2766054,14608348,1,"Rock outcrop"
2766054,14608349,7,"Unnamed"
2766054,14608350,3,"Unnamed"
2766054,14608351,4,"Lydon"
2766052,14608342,85,"Beecee"
2766052,14608343,2,"Unnamed"
2766052,14608344,3,"Unnamed"
2766052,14608345,5,"Schott"
2766052,14608346,5,"Lydon"
2766053,14608379,20,"Lydon"
2766053,14608380,60,"Beecee"
2766053,14608381,5,"Schott"
2766053,14608382,8,"Unnamed"
2766053,14608383,2,"Unnamed"
2766053,14608384,1,"Rock outcrop"
2766053,14608385,4,"Rock outcrop"
2766061,14608425,80,"Redbone"
2766061,14608426,1,"Unnamed"
2766061,14608427,3,"Unnamed"
2766061,14608428,5,"Lydon"
2766061,14608429,5,"Mountyana"
2766061,14608430,6,"Unnamed"
2766133,14608419,80,"Redbone"
2766133,14608420,4,"Unnamed"
2766133,14608421,5,"Mountyana"
2766133,14608422,5,"Lydon"
2766133,14608423,5,"Unnamed"
2766133,14608424,1,"Unnamed"
460670,14607180,85,"Aiken"
460670,14607181,5,"Jiggs"
460670,14607182,5,"Forward"
460670,14607183,5,"Cohasset"
460671,14607184,1,"Unnamed"
460671,14607185,6,"Sehorn"
460671,14607186,8,"Millsholm"
460671,14607187,85,"Altamont"
460672,14608660,7,"Sehorn"
460672,14608661,8,"Millsholm"
460672,14608662,85,"Altamont"
460673,14607188,1,"Unnamed"
460673,14607189,4,"Newville"
460673,14607190,5,"Nacimiento"
460673,14607191,5,"Hillgate"
460673,14607192,85,"Altamont"
460674,14607193,85,"Altamont"
460674,14607194,1,"Unnamed"
460674,14607195,4,"Newville"
460674,14607196,5,"Nacimiento"
460674,14607197,5,"Hillgate"
460675,14607198,1,"Unnamed"
460675,14607199,4,"Newville"
460675,14607200,5,"Nacimiento"
460675,14607201,5,"Hillgate"
460675,14607202,85,"Altamont"
460676,14607203,85,"Altamont"
460676,14607204,1,"Unnamed"
460676,14607205,4,"Newville"
460676,14607206,5,"Nacimiento"
460676,14607207,5,"Hillgate"
460677,14607208,5,"Tuscan"
460677,14607209,10,"Keefers"
460677,14607210,85,"Anita"
2766075,14607135,85,"Anderson"
2766075,14607136,2,"Cobbly alluvial land"
2766075,14607137,7,"Honcut"
2766075,14607138,6,"Perkins"
460678,14607211,85,"Anita"
460678,14607212,5,"Tuscan"
460678,14607213,10,"Keefers"
460679,14607214,5,"Tuscan"
460679,14607215,10,"Keefers"
460679,14607216,85,"Anita"
460680,14607217,85,"Anita"
460680,14607218,5,"Tuscan"
460680,14607219,10,"Keefers"
460681,14607220,5,"Tuscan"
460681,14607221,10,"Keefers"
460681,14607222,85,"Anita"
460682,14607223,85,"Anita"
460682,14607224,5,"Tuscan"
460682,14607225,10,"Toomes"
460683,14607226,5,"Tuscan"
460683,14607227,10,"Toomes"
460683,14607228,85,"Anita"
460684,14607229,40,"Anita"
460684,14607230,40,"Keefers"
460684,14607231,10,"Tuscan"
460684,14607232,10,"Toomes"
460685,14607233,85,"Arbuckle"
460685,14607234,5,"Tehama"
460685,14607235,5,"Maywood"
460685,14607236,5,"Cortina"
460686,14608608,85,"Arbuckle"
460686,14608609,5,"Maywood"
460686,14608610,5,"Hillgate"
460686,14608611,5,"Cortina"
460687,14607237,85,"Arbuckle"
460687,14607238,5,"Maywood"
460687,14607239,5,"Hillgate"
460687,14607240,5,"Cortina"
460688,14607241,85,"Arbuckle"
460688,14607242,5,"Tehama"
460688,14607243,5,"Maywood"
460688,14607244,5,"Hillgate"
460689,14607245,85,"Arbuckle"
460689,14607246,5,"Riverwash"
460689,14607247,1,"Unnamed"
460689,14607248,5,"Tehama"
460689,14607249,2,"Maywood"
460689,14607250,2,"Cortina"
460690,14607251,45,"Arbuckle"
460690,14607252,40,"Tehama"
460690,14607253,5,"Maywood"
460690,14607254,5,"Hillgate"
460690,14607255,5,"Cortina"
460691,14607256,85,"Berrendos"
460691,14607257,5,"Anita"
460691,14607258,10,"Los Robles"
460692,14607259,85,"Berrendos"
460692,14607260,5,"Anita"
460692,14607261,10,"Los Robles"
460693,14607262,85,"Berrendos"
460693,14607263,5,"Unnamed"
460693,14607264,10,"Los Robles"
460694,14607265,85,"Berrendos"
460694,14607266,5,"Unnamed"
460694,14607267,10,"Los Robles"
460695,14607268,85,"Burris"
460695,14607269,4,"Toomes"
460695,14607270,10,"Altamont"
460695,14607271,1,"Unnamed"
460696,14607272,85,"Childs"
460696,14607273,10,"Chummy"
460696,14607274,3,"Elam"
460696,14607275,2,"Nanny"
460697,14607276,35,"Chummy"
460697,14607277,30,"Chummy"
460697,14607278,5,"Childs"
460697,14607279,5,"Elam"
460697,14607280,5,"Nanny"
460698,14608616,85,"Clear Lake"
460698,14608617,5,"Unnamed"
460698,14608618,5,"Capay"
460698,14608619,5,"Unnamed"
460699,14607281,85,"Cohasset"
460699,14607282,3,"Aiken"
460699,14607283,4,"Lyonsville"
460699,14607284,4,"Jiggs"
460699,14607285,4,"McCarthy"
460700,14607286,85,"Cohasset"
460700,14607287,5,"Lyonsville"
460700,14607288,5,"Jiggs"
460700,14607289,5,"McCarthy"
460701,14607290,85,"Cohasset"
460701,14607291,5,"Lyonsville"
460701,14607292,5,"Jiggs"
460701,14607293,5,"McCarthy"
460702,14607294,85,"Cohasset"
460702,14607295,3,"Aiken"
460702,14607296,4,"Lyonsville"
460702,14607297,4,"Jiggs"
460702,14607298,4,"McCarthy"
460703,14607299,85,"Cohasset"
460703,14607300,5,"Aiken"
460703,14607301,5,"Guenoc"
460703,14607302,5,"Supan"
460704,14608695,85,"Cohasset"
460704,14608696,8,"Guenoc"
460704,14608697,7,"Supan"
460705,14607303,85,"Cohasset"
460705,14607304,3,"Aiken"
